dt,Daily PL,WinningDays,LosingDays,Total BP,NetBetaDelta,DoDNetBeta,BetaIncreaseDays,BetaDecreaseDays,NetDelta,GrossDelta,SPX return,SPXUpDays,SPXDownDays,VIX return,VIXUpDays,VIXDownDays,VIX Last_PX,SPX Last_PX,FirmBeta,DoD FirmBeta,BAS TLT US Equity,BAS TLT DoD,BAS TLT Up Streak,BAS TLT Down Streak,BAS IEF US Equity,BAS IEF DoD,BAS IEF Up Streak,BAS IEF Down Streak,BAS SPX Index,BAS SPX DoD,BAS SPX Up Streak,BAS SPX Down Streak,VIX PC VOL RATIO,VIX PC VOL RATIO DoD,VIX PC VOL RATIO Up Streak,VIX PC VOL RATIO Down Streak,VIX PUT OI,VIX PUT VOL,VIX PUT VOL/OI,VIX CALL OI,VIX CALL VOL,VIX CALL VOL/OI,VIX LAST ON 5dMAVG m1,VIX LAST ON 10dMAVG m1,SPX LAST ON 5dMAVG m1,SPX LAST ON 10dMAVG m1,SPX OtO Returns,VIX OtO Returns,SPX OtC Returns,VIX OtC Returns,SPX INDX_ADV_NUM,SPX INDX_DECL_NUM,SPX MOV_AVG_30D,SPX MOV_AVG_200D,SPX MOV_AVG_5D,SPX MOV_AVG_20D,SPX NUM_MEMB_MACD_GT_BASE_LINE_0,SPX NUM_MEMB_SIGNAL_GT_BASE_LINE_0,SPX PCT_MEMB_MACD_GT_BASE_LINE_0,SPX PCT_MEMB_SIGNAL_GT_BASE_LINE_0,SPX NUM_MEMB_MACD_BUY_SIGNAL_LST_10D,SPX NUM_MEMB_MACD_SL_SIGNAL_LST_10D,SPX PCT_MEM_MACD_BUY_SIGNAL_LST_10D,SPX PCT_MEM_MACD_SL_SIGNAL_LST_10D,SPX NUM_MEMB_WITH_14D_RSI_GT_70,SPX NUM_MEMB_WITH_14D_RSI_LT_30,SPX NUM_MEMB_14D_RSI_BETWEEN_30_&_70,SPX PCT_MEMB_WITH_14D_RSI_GT_70,SPX PCT_MEMB_WITH_14D_RSI_LT_30,SPX PCT_MEMB_14D_RSI_BETWEEN_30_&_70,IVE PX_LAST,MTUM  PX_LAST,GLD PX_VOLUME,GLD MOVING_AVG_20D,GLD BAS,SPY RSI_9D,SPY RSI_14D,SPX H-L,VIX H-L,SPX Term Spread,NDX_Last,NDX OtO Returns,NDX OtC Returns,NDX OI PUTS,NDX VOLUME PUTS,NDX PUTS VOL ON OI,NDX OI CALLS,NDX VOLUME CALLS,NDX CALLS VOL ON OI,NDX H-L,UKX_Last,UKX OtO Returns,UKX OtC Returns,UKX OI PUTS,UKX VOLUME PUTS,UKX PUTS VOL ON OI,UKX OI CALLS,UKX VOLUME CALLS,UKX CALLS VOL ON OI,UKX H-L,HSI_Last,HSI OtO Returns,HSI OtC Returns,HSI OI PUTS,HSI VOLUME PUTS,HSI PUTS VOL ON OI,HSI OI CALLS,HSI VOLUME CALLS,HSI CALLS VOL ON OI,HSI H-L,MXWD_Last,MXWD OtO Returns,MXWD OtC Returns,MXWD H-L,NFP_T_Last,INJCJC Index LAST,INJCSP Index LAST,SX5E_Last,SX5E OtO Returns,SX5E OtC Returns,SX5E OI PUTS,SX5E VOLUME PUTS,SX5E PUTS VOL ON OI,SX5E OI CALLS,SX5E VOLUME CALLS,SX5E CALLS VOL ON OI,SX5E H-L,SPX OI PUTS,SPX VOLUME PUTS,SPX PUTS VOL ON OI,SPX OI CALLS,SPX VOLUME CALLS,SPX CALLS VOL ON OI,WeekDay,MonthDay,Quarter,SPX OPEN,SPX HIGH,SPX LOW,INDU_Last,INDU OtO Returns,INDU OtC Returns,INDU OPEN,INDU HIGH,INDU LOW
6/11/2018,11930,5,0,233500000,54334417,-5349061,0,1,61317098,290450762,0.0000000000,0,3,0.0100000000,1,0,12.35,2782,0.89,-0.011111111,0.0000838190,0.0020116510,1,0,0.0000984010,0.0006888070,2,0, 0.0200000000 ,0.0000000000,0,24,0.4000000000,-0.0243902440,0,1,2243101,122748,0.0500000000,6015612,346857,0.0576594701,0.0200000000,-0.0800000000,0.0000000000,0.0100000000,0.0019495141,-0.0349962770,0.0006546339,-0.0135782748,277, 223 ,2714,2649,2771,2735,343,316,68,63,58,30,11,6,60,5,440,12,1,87,113.19,113.58,3201179,122.8825,0.0000811589,86.8624,63.8105,10.04,0.55,-3.2418,7168.48,0.0044785409,0.0026336954,77784,3921,0.050408824,46919,2850,0.060742983,41.36,7737.43,0.0073375194,0.0073375194,1614477,30961,0.019177108,1145790,21579,0.018833294,74.95,31063.7,0.0004297710,0.0015211249,1614477,12738,0.007889862,1145790,11774,0.01027588,235.46,520.76,0.0023491354,0.0027342396,2.12,148669,218,1743,3480.22,0.0113747646,0.0083210198,22231905,526572,0.019177108,13045769,252844,0.018833294,32.2,10444618,739657,0.070817047,5684411,634126,0.111555269,2,11,2,2780.18,2790.21,2780.17,25322.31,0.0004006051,-0.0005667675,25336.67,25402.83,25290.2
6/12/2018,-669082,0,1,233500000,51982087,-2352330,0,2,57109723,280052797,0.0000000000,0,4,0.0000000000,0,1,12.34,2787,0.91,0.02247191,0.0000838050,-0.0001676090,0,1,0.0000984590,0.0005907550,3,0, 0.0200000000 ,0.0000000000,0,25,0.2900000000,-0.2750000000,0,2,2250825,127514,0.0600000000,6249319,419300,0.0670953107,0.0200000000,-0.0500000000,0.0000000000,0.0100000000,0.0008400345,-0.0154320988,0.0004487364,0.0040683483,314, 184 ,2718,2651,2778,2737,360,326,71,65,50,31,10,6,69,1,435,14,0,86,113.07,113.9,7279620,122.799,0.0000814233,82.4923,67.1561,11.02,0.72,-3.255,7209.18,0.0052787165,0.0038305854,78715,4178,0.053077558,48873,4669,0.095533321,40.73,7703.81,-0.0043451120,-0.0043451120,1630466,27691,0.016983488,1153362,28625,0.024818747,61.44,31103.06,-0.0012723233,0.0023593411,1630466,18087,0.011093148,1153362,12518,0.010853487,297.89,521.07,0.0002689411,0.0009797142,1.79,148669,218,1743,3475.58,-0.0044316997,-0.0043486232,22354766,545018,0.016983488,13163648,470020,0.024818747,24.39,10581017,727821,0.068785543,5758743,567281,0.098507782,3,12,2,2785.6,2789.8,2778.78,25320.73,-0.0007168552,-0.0010293204,25346.82,25364.37,25247.04
6/13/2018,-7821,0,2,233500000,47029152,-4952935,0,3,51893281,291245471,0.0000000000,0,5,0.0500000000,1,0,12.94,2776,0.91,0,0.0000838610,0.0006708880,1,0,0.0000985760,0.0011829070,4,0, 0.0200000000 ,0.0000000000,0,26,0.3400000000,0.1724137930,1,0,2497363,392591,0.1600000000,6406921,378401,0.0590612870,0.0400000000,0.0100000000,0.0000000000,0.0100000000,-0.0016965932,-0.0258620690,-0.0044154465,0.0667765870,138, 363 ,2722,2652,2779,2741,363,331,72,66,56,49,11,10,48,1,456,10,0,90,112.53,113.87,5867744,122.8345,0.0000000000,89.6976,62.6012,16.82,0.97,-3.1564,7205.26,0.0019557924,-0.0019834949,81334,5542,0.068138786,51703,7089,0.137110032,68.15,7703.71,-0.0000129806,-0.0000129806,1637569,25994,0.01587353,1161131,17429,0.015010365,69.53,30725.15,-0.0098837155,-0.0085581424,1637569,17963,0.010969309,1161131,15923,0.013713354,335.47,519.7,-0.0021509506,-0.0019204916,2.72,148669,218,1743,3479.56,-0.0025494275,0.0012286744,22495429,494095,0.01587353,13192020,265382,0.015010365,23.87,10834923,619502,0.05717641,5897400,521820,0.08848306,4,13,2,2787.94,2791.47,2774.65,25201.2,-0.0029215927,-0.0050318513,25328.65,25362.07,25191.42
6/14/2018,-34530,0,3,233500000,56809877,9780725,1,0,62255598,291714446,0.0000000000,0,6,-0.0600000000,0,1,12.12,2782,0.91,0,0.0000831770,-0.0081513830,0,1,0.0000982950,-0.0028505430,0,1, 0.0200000000 ,0.0000000000,0,27,1.4700000000,3.3235294120,2,0,2548050,103740,0.0400000000,6503287,266871,0.0410363252,-0.0200000000,-0.0200000000,0.0000000000,0.0100000000,-0.0019509847,-0.0120675784,-0.0002586941,-0.0662557781,295, 203 ,2727,2654,2781,2744,369,343,73,68,46,66,9,13,60,1,444,12,0,88,112.5,114.35,8015447,122.889,0.0000810406,86.8006,65.8811,12.54,1.19,-3.4151,7279.59,0.0015856339,0.0063439181,87211,8698,0.099735125,55266,8992,0.162704013,57.61,7765.79,0.0080584550,0.0080584550,1663124,46341,0.027863827,1165148,26747,0.022955882,143.29,30440.17,-0.0088971248,-0.0079487500,1663124,24355,0.014644128,1165148,25961,0.02228129,428,519.54,-0.0020593556,-0.0000769853,1.95,148669,218,1743,3527.11,0.0179666112,0.0175050412,22633460,976546,0.027863827,13315320,750762,0.022955882,77.19,10923372,691118,0.063269657,5967663,517778,0.086763948,5,14,2,2783.21,2789.06,2776.52,25175.31,-0.0054619644,-0.0031415997,25254.65,25332.5,25138.6
6/15/2018,134547,1,0,233500000,27350937,-29458940,0,1,32398246,275512358,0.0000000000,0,7,-0.0100000000,0,2,11.98,2780,0.84,-0.076923077,0.0000831220,-0.0006649770,0,2,0.0000982080,-0.0008838690,0,2, 0.0200000000 ,0.0000000000,0,28,0.3200000000,-0.7823129250,0,1,2434666,446580,0.1800000000,6693939,324842,0.0485277801,-0.0300000000,-0.0200000000,0.0000000000,0.0000000000,-0.0043163965,-0.0032573290,0.0006767995,-0.0172272354,265, 237 ,2732,2656,2781,2747,366,347,73,69,36,90,7,18,61,2,441,12,0,88,112.42,114.03,14536993,122.838,0.0000824300,65.337,62.6911,21.08,1.23,-3.634,7255.76,-0.0060716312,0.0014616634,51297,3406,0.066397645,38331,6855,0.178836973,47.87,7633.91,-0.0169821744,-0.0169821744,1252985,42597,0.033996417,815015,18503,0.02270265,147.09,30309.49,0.0000000000,-0.0033402310,1252985,17068,0.013621871,815015,15353,0.01883769,260.18,517.21,-0.0032786253,-0.0025071840,3.22,148669,220,1720,3505.02,-0.0080652703,-0.0067135015,18766159,969482,0.033996417,10659809,605448,0.02270265,35.62,8507852,936887,0.110120275,4387533,477581,0.108849552,6,15,2,2777.78,2782.81,2761.73,25090.48,-0.0068651507,-0.0010443247,25116.71,25130.82,24894.38
6/18/2018,402078,2,0,233500000,44343328,16992391,1,0,49101103,269687799,0.0000000000,0,8,0.0300000000,1,0,12.31,2774,0.9,0.071428571,0.0000831570,0.0004157830,1,0,0.0000981690,-0.0003926770,0,3, 0.0200000000 ,0.0000000000,0,29,1.5800000000,3.9375000000,1,0,2486609,401906,0.1600000000,6811419,282662,0.0414982546,0.0000000000,0.0100000000,0.0000000000,0.0000000000,-0.0049823016,0.0073529412,0.0028780204,-0.0375293198,228, 272 ,2736,2657,2780,2750,364,349,72,69,39,109,8,22,47,3,454,9,1,90,112.02,114.15,3845950,122.773,0.0000825662,59.555,72.0985,17.87,1.46,-3.6188,7251.41,-0.0058851466,0.0069752457,56688,7673,0.135354925,40200,4400,0.109452736,70.27,7631.33,-0.0003379657,-0.0003379657,1265738,39250,0.031009577,821846,18269,0.022229225,43.87,30309.49,0.0000000000,0.0000000000,1265738,17068,0.013484623,821846,15353,0.018681115,260.18,514.99,-0.0034442058,-0.0035216037,4.14,148669,220,1720,3466.65,-0.0116305978,-0.0095993143,18888545,638796,0.031009577,10755863,288540,0.022229225,49,8465905,820298,0.096894307,4345347,521506,0.120014811,2,18,2,2765.79,2774.99,2757.12,24987.47,-0.0072437449,0.0017314591,24944.28,25003.1,24825.77
6/19/2018,-295363,0,1,233500000,41823802,-2519526,0,1,45014157,281931731,0.0000000000,0,9,0.0800000000,2,0,13.35,2763,0.93,0.033333333,0.0000826820,-0.0057050730,0,1,0.0000979000,-0.0027412010,0,4, 0.0200000000 ,0.0000000000,0,30,0.4600000000,-0.7088607590,0,1,1468185,129625,0.0900000000,7097556,874423,0.1232005778,0.0600000000,0.0800000000,0.0000000000,-0.0100000000,0.0064389301,0.0097323601,0.0038444628,-0.0862422998,176, 320 ,2739,2659,2775,2751,357,353,71,70,37,125,7,25,33,4,467,7,1,93,111.77,113.4,4925832,122.689,0.0000827575,35.1563,59.9449,21.86,1.47,-3.4227,7228.04,0.0148139353,0.0096720121,61442,8019,0.13051333,42196,5160,0.122286473,91.97,7603.85,-0.0036009451,-0.0036009451,1271897,22409,0.017618565,823921,11677,0.014172475,82.49,29468.15,-0.0173522393,-0.0176959173,1271897,48801,0.038368673,823921,37146,0.04508442,679.76,510.78,-0.0079024523,-0.0082519465,7.01,148669,220,1720,3435.3,-0.0046335640,-0.0070067119,18968506,627479,0.017618565,10922016,516214,0.014172475,49.13,8542126,631966,0.073982285,4401936,345242,0.078429582,3,19,2,2752.01,2765.05,2743.19,24700.21,0.0003060946,-0.0025594027,24763.59,24763.59,24567.75
6/20/2018,873011,1,0,233500000,39198662,-2625140,0,2,44754087,248608431,0.0000000000,0,10,-0.0400000000,0,1,12.79,2767,0.88,-0.053763441,0.0000833990,0.0086735330,1,0,0.0000981980,0.0030441400,1,0, 0.0200000000 ,0.0000000000,0,31,0.4400000000,-0.0434782610,0,2,1495053,119688,0.0800000000,4384190,293566,0.0669601454,0.0200000000,0.0300000000,0.0000000000,0.0000000000,-0.0001624707,0.0200803213,-0.0008701209,-0.0085271318,292, 211 ,2742,2660,2773,2753,347,357,69,71,33,136,7,27,41,4,460,8,1,91,111.76,114.02,4548491,122.5815,0.0000831497,39.7661,68.8672,10.95,0.77,-3.4909,7280.71,0.0053958444,0.0021831146,63119,4674,0.074050603,42731,2655,0.062132878,53.12,7627.4,0.0030971153,0.0030971153,1280878,17847,0.013933411,828092,16383,0.019784034,101.35,29696.17,0.0096880909,0.0073853926,1280878,34764,0.027140758,828092,25352,0.030614956,538.1,512.58,0.0027007985,0.0031705026,2.93,148669,220,1720,3439.6,-0.0002381291,-0.0011354693,19143154,550010,0.013933411,10988341,265590,0.019784034,24.41,8909998,882913,0.09909239,4505997,424814,0.094277471,4,20,2,2769.73,2774.86,2763.91,24657.8,-0.0053271606,-0.0045766914,24771.17,24804.76,24628.39
6/21/2018,-252226,0,1,233500000,18875783,-20322879,0,3,24902224,257285222,-0.0100000000,0,11,0.1400000000,1,0,14.64,2750,0.76,-0.136363636,0.0000829770,-0.0050616110,0,1,0.0000979580,-0.0024489400,0,1, 0.0200000000 ,0.0000000000,0,32,0.5700000000,0.2954545450,1,0,1525267,49062,0.0300000000,4486588,208558,0.0464847675,0.1300000000,0.1500000000,-0.0100000000,-0.0100000000,-0.0030657788,0.0125984252,-0.0070487636,0.1674641148,150, 353 ,2744,2662,2767,2754,331,357,66,71,23,137,5,27,30,18,457,6,4,91,111.14,112.97,5681906,122.457,0.0000000000,24.5161,52.5806,24.89,3,-3.0213,7217.49,-0.0088074424,-0.0118509594,66495,6056,0.091074517,45720,5523,0.120800525,104.32,7556.44,-0.0093033013,-0.0093033013,1287253,24579,0.019094149,839490,23867,0.028430357,122.66,29296.05,-0.0184286077,-0.0157236666,1287253,28142,0.021862058,839490,30869,0.036771135,596.56,509.34,-0.0065191084,-0.0058554866,3.89,148669,220,1720,3403.51,-0.0102826569,-0.0113806355,19239277,755685,0.019094149,11098480,460700,0.028430357,61.34,8940635,674871,0.075483565,4527276,399928,0.088337446,5,21,2,2769.28,2769.28,2744.39,24461.7,-0.0045553409,-0.0072043706,24639.21,24639.21,24406.63
6/22/2018,426055,1,0,233500000,18508447,-367336,0,4,22592080,227610064,0.0000000000,0,12,-0.0600000000,0,1,13.77,2755,0.82,0.078947368,0.0000829360,-0.0004976160,0,2,0.0000979290,-0.0002937860,0,2, 0.0200000000 ,0.0000000000,0,33,0.2000000000,-0.6491228070,0,1,1604586,413289,0.2600000000,4637409,248804,0.0536515110,0.0300000000,0.0700000000,0.0000000000,-0.0100000000,-0.0064655407,0.0388802488,-0.0021406916,-0.0568493151,302, 200 ,2745,2663,2762,2755,328,355,65,70,20,133,4,26,29,11,465,6,2,92,111.69,112.15,4518408,122.2945,0.0000000000,25.7614,49.3103,11.49,1.49,-3.1972,7197.51,-0.0150102490,-0.0058303360,68040,5058,0.074338624,45487,5439,0.119572625,62.29,7682.27,0.0166520213,0.0166520213,1291911,30310,0.023461368,845883,22268,0.026325154,133.24,29338.7,0.0037849720,0.0042155647,1291911,30332,0.023478398,845883,24891,0.029426055,347.45,511.68,0.0057367387,0.0052652259,3.96,148669,220,1749,3441.6,0.0044933070,0.0100695861,19152644,487800,0.023461368,11031989,261787,0.026325154,34.31,9173410,704255,0.076771342,4567548,337646,0.073922814,6,22,2,2760.79,2764.17,2752.68,24580.89,-0.0025783862,0.0021983963,24526.97,24663.18,24526.97
6/25/2018,-814879,0,1,233500000,34681156,16172709,1,0,37987153,187223291,-0.0100000000,0,13,0.2600000000,1,0,17.33,2717,0.91,0.109756098,0.0000827710,-0.0019865080,0,3,0.0000977950,-0.0013691260,0,3, 0.0200000000 ,0.0000000000,0,34,0.5200000000,1.6000000000,1,0,1659128,129167,0.0800000000,4786183,792083,0.1654936721,0.2100000000,0.3000000000,-0.0100000000,-0.0200000000,-0.0075903957,0.0269461078,-0.0094314859,0.1499668215,106, 399 ,2745,2664,2750,2755,320,344,63,68,13,145,3,29,26,27,452,5,5,90,110.75,109.63,9300195,122.1285,0.0000834133,14.8313,36.4597,44.27,5.05,-2.0809,7038.17,-0.0097909845,-0.0130247299,64820,10893,0.168049985,43761,6499,0.148511231,167.33,7509.84,-0.0224451887,-0.0224451887,1303098,31512,0.024182372,848668,18881,0.022247805,173.95,28961.39,-0.0151721401,-0.0124370357,1303098,28776,0.02208276,848668,32078,0.037798055,507.96,504.49,-0.0145921238,-0.0145139866,9,148669,220,1749,3369.21,-0.0126979489,-0.0155992520,19265994,674546,0.024182372,11102391,220096,0.022247805,56.19,8893573,1112505,0.125090894,4513179,526682,0.116698673,2,25,2,2742.94,2742.94,2698.67,24252.8,-0.0074330448,-0.0086221521,24463.73,24463.73,24084.39
6/26/2018,-247749,0,2,233500000,49876828,15195672,2,0,52230588,187174218,0.0000000000,0,14,-0.0800000000,0,1,15.92,2723,0.95,0.043956044,0.0000826690,-0.0012400280,0,4,0.0001955030,0.9991202350,1,0, 0.0200000000 ,0.0000000000,0,35,0.4400000000,-0.1538461540,0,1,1709232,132202,0.0800000000,4872004,296457,0.0608490880,0.0700000000,0.1600000000,-0.0100000000,-0.0100000000,0.0023253934,0.0357142857,0.0003453191,-0.0472770796,243, 258 ,2744,2666,2742,2757,307,334,61,66,8,135,2,27,18,21,466,4,4,92,110.08,109.8,8675447,121.932,0.0000838328,20.6928,28.4226,17.31,2.44,-2.162,7068.2,0.0050090423,0.0009870802,67336,6363,0.094496258,43973,2386,0.054260569,68.39,7537.92,0.0037390943,0.0037390943,1306080,19499,0.014929407,852859,17601,0.020637644,54.21,28881.4,0.0026473988,0.0000076174,1306080,39643,0.030352658,852859,37941,0.044486838,529.14,504.91,0.0003766478,0.0009118842,1.9,148669,220,1749,3368.72,-0.0032611848,-0.0030836248,19490100,734475,0.014929407,11220425,354760,0.020637644,23.76,8945491,679316,0.075939487,4522160,378655,0.083733216,3,26,2,2722.12,2732.91,2715.6,24283.11,0.0008739023,0.0000502432,24281.89,24384.21,24241.22
6/27/2018,18664,1,0,233500000,12965590,-36911238,0,1,18294018,180898022,-0.0100000000,0,15,0.1300000000,1,0,17.91,2700,0.71,-0.252631579,0.0000818970,-0.0093362270,0,5,0.0000973760,-0.5019231710,0,1, 0.0200000000 ,0.0000000000,0,36,0.5100000000,0.1590909090,1,0,1812341,217027,0.1200000000,4899295,260900,0.0532525598,0.1300000000,0.2600000000,-0.0100000000,-0.0200000000,-0.0109072917,0.0337790289,-0.0105627737,0.0841404358,105, 399 ,2744,2667,2729,2756,284,325,56,64,9,127,2,25,18,57,430,4,11,85,109.63,108.27,6480501,121.6925,0.0000843277,12.5399,24.3934,46.71,3.43,-1.5708,6969.67,-0.0187737790,-0.0178860299,99518,36426,0.366024237,45581,4619,0.101336083,160.47,7621.69,0.0111131453,0.0111131453,1321814,25333,0.019165329,854841,8330,0.009744502,121.89,28356.26,-0.0203618113,-0.0207675764,1321814,47895,0.036234296,854841,44942,0.05257352,646.01,501.47,-0.0074706722,-0.0062817058,6.05,148669,220,1749,3397.13,0.0045455625,0.0086131135,19707656,1034144,0.019165329,11363287,471286,0.009744502,83.75,9147903,816821,0.089290518,4628256,496700,0.107319042,4,27,2,2728.45,2746.09,2699.38,24117.59,-0.0098308406,-0.0076335909,24303.11,24569.02,24115.82
6/28/2018,128568,2,0,233500000,41308715,28343125,1,0,46845565,177424727,0.0100000000,1,0,-0.0600000000,0,1,16.85,2716,0.88,0.23943662,0.0000818830,-0.0001637670,0,6,0.0000974610,0.0008771500,1,0, 0.0200000000 ,0.0000000000,0,37,0.6700000000,0.3137254900,2,0,1805009,59713,0.0300000000,4964175,323177,0.0651018548,0.0300000000,0.1500000000,0.0000000000,-0.0100000000,0.0105384464,0.0279101430,0.0065290937,-0.0393386545,355, 149 ,2744,2668,2722,2756,268,316,53,63,9,109,2,22,22,43,440,4,9,87,110.08,109.49,7760936,121.4485,0.0000845845,24.9599,27.7167,32.35,2.59,-1.8756,7031.6,0.0155269647,0.0097984166,101804,6353,0.062404228,46994,4943,0.10518364,105.02,7615.63,-0.0007950992,-0.0007950992,1332495,22260,0.016705504,860934,13658,0.015864166,56.16,28497.32,0.0033784534,0.0045583035,1332495,28798,0.021612089,860934,25833,0.030005784,398.19,501.88,0.0019965260,0.0020164913,3.59,148669,220,1749,3365.52,0.0017763039,-0.0052934448,19819686,696934,0.016705504,11489651,369078,0.015864166,55.42,9217012,776503,0.084246717,4655815,518155,0.111292008,5,28,2,2698.69,2724.34,2691.99,24216.05,0.0107936315,0.0063106217,24064.19,24308.16,23997.21
6/29/2018,-40797,0,1,233500000,40472106,-836609,0,1,45831092,170168080,0.0000000000,0,1,-0.0500000000,0,2,16.09,2718,0.88,0,0.0000821590,0.0033685250,1,0,0.0000975470,0.0008779200,2,0, 0.0200000000 ,0.0000000000,0,38,0.3600000000,-0.4626865670,0,1,1864597,89221,0.0500000000,5005815,165286,0.0330187991,-0.0400000000,0.0700000000,0.0000000000,-0.0100000000,-0.0081330923,0.0218543046,-0.0032121681,0.0228862047,280, 224 ,2744,2669,2715,2755,270,308,53,61,16,105,3,21,26,41,438,5,8,87,110.13,109.7,8002828,121.2565,0.0000000000,28.5016,27.8049,25.23,1.85,-2.1776,7040.8,-0.0130029173,-0.0043399623,103721,7508,0.072386498,47559,3850,0.080952081,70.43,7636.93,0.0027968796,0.0027968796,1353514,47510,0.035101225,872524,24201,0.027736773,91.01,28955.11,0.0000000000,0.0172590848,1353514,18426,0.013613454,872524,25372,0.029078856,498.44,505.2,0.0064757806,0.0066351844,6.35,148669,228,1738,3395.6,-0.0040950718,0.0018174094,19857899,665795,0.035101225,11380248,322325,0.027736773,31.53,9456655,829990,0.087767821,4665697,372623,0.07986438,6,29,2,2727.13,2743.26,2718.03,24271.41,-0.0066765527,-0.0021591906,24323.93,24509.52,24269.71
7/2/2018,255880,1,0,233500000,49986624,9514518,1,0,52241495,179440243,0.0000000000,0,2,-0.0300000000,0,3,15.6,2727,0.96,0.090909091,0.0000823960,0.0028838630,2,0,0.0000978040,0.0026407160,3,0, 0.0200000000 ,0.0000000000,0,39,0.5100000000,0.4166666670,1,0,1861727,26899,0.0100000000,5050876,175708,0.0347876289,-0.0500000000,0.0100000000,0.0000000000,0.0000000000,0.0104696944,0.0174983798,0.0080445110,-0.1186440678,284, 219 ,2744,2670,2717,2754,265,303,52,60,14,95,3,19,22,21,462,4,4,91,110.03,110.17,12021957,121.011,0.0000851462,34.5763,28.7605,28.31,2.54,-2.3613,7097.82,0.0203695372,0.0169466756,96044,8598,0.089521469,46234,5806,0.125578579,130.11,7547.85,-0.0116643730,-0.0116643730,1353662,23656,0.017475559,879369,23143,0.026317735,96.22,28955.11,0.0000000000,0.0000000000,1353662,18426,0.013611965,879369,25372,0.028852507,498.44,503.1,-0.0032269560,-0.0039990497,5.01,148669,228,1738,3372.21,0.0021092796,-0.0009924279,19964889,608792,0.017475559,11463334,252157,0.026317735,40.98,8787035,588097,0.066927809,4431331,408263,0.09213101,2,2,3,2704.95,2727.26,2698.95,24307.18,0.0081890509,0.0060281779,24161.53,24319.42,24077.56
7/3/2018,-6759,0,1,238500000,31514572,-18472052,0,1,34923806,175441790,0.0000000000,0,3,0.0300000000,1,0,16.14,2713,0.9,-0.0625,0.0000819840,-0.0050010250,0,1,0.0000975750,-0.0023418060,0,1, 0.0400000000 ,1.0000000000,1,0,0.3000000000,-0.4117647060,0,1,1861727,26899,0.0100000000,5089692,90753,0.0178307450,-0.0200000000,0.0300000000,0.0000000000,-0.0100000000,0.0000000000,0.0000000000,-0.0073355358,0.0500975927,226, 274 ,2744,2671,2715,2753,255,291,51,58,19,91,4,18,30,31,444,6,6,88,110.04,109.27,8900973,120.801,0.0000842708,29.3735,28.6399,25.42,1.77,-2.0436,7014.55,-0.0081033909,-0.0150469480,98636,6257,0.063435257,47371,3713,0.078381288,112.94,7593.29,0.0033439986,0.0060202574,1345639,19347,0.014377556,883761,11718,0.013259241,87.14,28545.57,-0.0180015375,-0.0024960688,1345639,33008,0.02452961,883761,26501,0.029986614,626.55,503,-0.0009334843,-0.0009732070,3.5,148669,228,1738,3406.34,0.0084430097,0.0069944541,19950818,486775,0.014377556,11524055,291710,0.013259241,41.37,8803049,472893,0.053719228,4471131,242235,0.054177567,3,3,3,2733.27,2736.58,2711.16,24174.82,-0.0030201906,-0.0075769549,24359.39,24444.88,24150.85
7/5/2018,244155,1,0,238500000,40605099,9090527,1,0,41603992,188133786,0.0100000000,1,0,-0.0700000000,0,1,14.97,2737,0.98,0.088888889,0.0000817490,-0.0028612300,0,2,0.0000975560,-0.0001951120,0,2, 0.0200000000 ,-0.5000000000,0,1,0.3800000000,0.2666666670,1,0,1919031,118450,0.0600000000,5156696,153573,0.0297812786,-0.0600000000,-0.0600000000,0.0100000000,0.0000000000,0.0049519307,-0.0075376884,0.0045591534,-0.0416133163,411, 91 ,2744,2672,2722,2751,255,282,51,56,33,74,7,15,39,16,450,8,3,89,110.7,110.01,4951873,120.6075,0.0000000000,45.5756,34.5604,21.81,1.75,-2.4281,7101.05,0.0071022084,0.0052449037,100365,5776,0.057549943,49202,4141,0.084163245,80.29,7603.22,0.0039785609,0.0039785609,1353608,17510,0.012935798,887702,7954,0.008960214,52.13,28182.09,0.0054274007,0.0028553280,1353608,23290,0.017205868,887702,17445,0.019651865,490.15,505.84,0.0058248181,0.0056061389,3.77,148669,228,1738,3440.92,0.0112158629,0.0087006484,20099413,482023,0.012935798,11614407,339846,0.008960214,48.67,8949103,592678,0.066227643,4536989,353450,0.07790409,5,5,3,2724.19,2737.83,2716.02,24356.74,0.0027443998,0.0029202226,24285.82,24372.8,24177.44
